vibe::percussive,vibe::raw,vibe::euphoric,vibe::vocal,vibe::intense,vibe::piano,mood_top,genre_pred,energy_rms,engagement,track_id,vibe::dreamy,vibe::minimal,vibe::instrumental,vibe::driving,vibe::dark,vibe::deep,vibe::warm,vibe::hypnotic,vibe::punchy,vibe::atmospheric
0.1787,-0.4333,-0.4307,0.4061,,-0.4229,vocal / percussive / piano,vocal,-0.58216,-0.66133,202270472,,,,,,,,,,-0.4904
0.8026,-0.5339,,-0.142,,-0.2301,percussive / warm / vocal,percussive,-0.89807,-0.37488,140550701,-0.551,,,,,,-0.0121,,,
2.3014,,-0.5134,,,,percussive / warm / punchy,percussive,0.17076,-0.46957,162173931,,-0.5346,,-0.7637,,,0.2706,,-0.032,
,1.0723,,1.1897,,,vocal / raw / warm,vocal,-0.3579,0.31997,154265925,0.331,0.3406,0.4599,,,,0.6789,,,
1.867,2.1917,,,,,raw / percussive / instrumental,raw,1.11817,1.09694,236706189,,1.3326,1.6463,,,1.5466,1.3489,,,
,2.1844,,1.7436,,,raw / instrumental / minimal,raw,0.68697,0.86333,125471242,,1.8054,2.1425,,,1.5432,,1.461,,
0.5771,1.7508,0.4514,1.8892,,0.6289,vocal / raw / piano,vocal,-0.35397,0.25173,160113691,0.5871,,,,,,,,,
,-0.0141,,-0.0888,,,dark / deep / raw,dark,-0.28669,-0.58729,149698488,,,,-0.0758,0.5888,0.4097,,,-0.1263,
-0.6234,-0.4301,,0.0954,,,vocal / raw / warm,vocal,-1.11238,-0.77394,249114708,-0.5488,,-0.6883,,,,-0.5396,,,
,,-0.5206,,,-0.4334,deep / punchy / piano,deep,-1.11647,-0.65912,143356320,-0.6421,-0.4999,,,,0.5313,,,-0.4285,
2.2931,2.3457,,1.4785,,1.3061,raw / percussive / vocal,raw,0.86605,0.67802,167658411,,,1.123,1.2046,,,,,,
,0.4937,,0.7569,,,vocal / raw / instrumental,vocal,-0.32259,-0.45436,228630647,,0.1105,0.2898,,0.2829,-0.0206,,,,
,,,1.0736,,,dreamy / atmospheric / minimal,dreamy,-0.43742,0.47183,120405171,1.7938,1.181,0.9894,,,,,0.9302,,1.2356
0.9444,,-1.3138,,-1.3282,,percussive / dark / punchy,percussive,-0.69048,-1.75465,72826432,,,,,-0.6578,-0.8781,,,-0.7476,
,0.8522,,1.0301,,,minimal / instrumental / vocal,minimal,0.45945,0.43555,125238345,1.0267,1.2463,1.2168,,,,,,,0.9815
,,,1.927,2.2311,2.0857,intense / atmospheric / dreamy,intense,1.21408,1.62208,119791355,2.1058,,,,,1.9643,,,,2.15
,,3.8531,,3.0305,,euphoric / intense / warm,euphoric,1.86471,2.37722,237534230,,,,2.1688,2.1,,2.6596,,,1.9051
1.2165,0.0139,0.1702,0.7269,0.0058,,percussive / vocal / euphoric,percussive,-0.0896,-0.44428,257109900,,,-0.5419,,,,,,,
0.6747,,0.0521,,0.6844,,punchy / intense / percussive,punchy,0.5991,-0.31924,166026965,,,,0.2576,0.0581,,,,0.7797,
,,,,,2.186,piano / dreamy / atmospheric,piano,0.64668,0.9335,114025338,1.9973,1.1699,1.4249,,,,,1.3164,,1.6697
1.6685,0.8553,1.0218,0.7624,0.599,,percussive / euphoric / raw,percussive,0.4973,0.43804,192357413,,,,0.285,,,,,,
1.075,1.3082,0.991,1.0681,,,raw / percussive / vocal,raw,0.76539,0.912,94066325,,,,,0.9675,,1.0585,,,
,,1.0499,1.5502,,1.201,vocal / dreamy / piano,vocal,0.43887,0.64423,154637590,1.2137,,,,,,,1.1614,,1.1361
,,,2.985,,,vocal / instrumental / dreamy,vocal,-0.19588,0.86177,196902889,2.012,1.7473,2.0258,,,,,1.2894,,1.5267
,1.5046,1.4687,2.3337,1.5846,1.1469,vocal / intense / raw,vocal,0.92767,0.85535,52988915,,,,,,,,,,1.1737
1.2684,0.8328,0.0584,0.5047,,0.2889,percussive / raw / vocal,percussive,-0.16342,-0.21107,220299535,,,,-0.1196,,,,,,
,,,2.1765,,,driving / dreamy / atmospheric,driving,0.92927,1.80833,213838903,2.4598,,2.0098,2.5316,2.0522,,,,,2.2141
,,,,,,warm / hypnotic / minimal,warm,0.15729,0.88956,213675028,0.7423,1.0479,,,0.7204,0.9726,1.4095,1.2014,,
,,1.9037,,1.7885,1.3765,warm / euphoric / deep,warm,0.85193,1.63738,119865001,,,,,,1.8843,2.0758,1.8759,,
1.0969,1.0148,0.5926,,0.5134,,percussive / driving / raw,percussive,0.74729,0.24874,187094300,,,,1.051,,,0.6807,,,
,,,,,2.1687,deep / punchy / atmospheric,deep,1.28402,1.40524,176861277,,,,,1.9879,2.7163,,2.1121,2.4916,2.2837
,,,,,,hypnotic / minimal / punchy,hypnotic,-0.32473,-0.06811,80014730,0.1005,0.4398,0.2485,,,0.1293,,0.6085,0.4016,
1.4612,,0.4442,,0.2002,,percussive / punchy / euphoric,percussive,0.53933,-0.18741,25542376,,,,0.0389,,,-0.1603,,0.457,
,1.3242,1.151,2.0291,0.8488,,vocal / raw / instrumental,vocal,0.31238,0.57561,262405018,,,1.317,,,,,,,0.869
,1.6603,1.3495,2.1404,1.724,,vocal / intense / raw,vocal,1.05859,0.8863,1378304,,,,,1.2633,,,1.1336,,
0.8724,1.0755,,,,,raw / dreamy / percussive,raw,0.53434,0.50778,180084769,0.965,,,0.7875,,,,0.7991,,0.8472
,,,,1.4384,1.5042,warm / driving / punchy,warm,1.03497,1.39646,17168752,,1.4214,,1.7434,,,1.9471,,1.6361,
1.0353,0.9368,0.063,0.4229,,,percussive / raw / vocal,percussive,0.25161,-0.23366,45987030,,,0.0378,0.1071,,,,,,
0.4302,,0.2275,,0.567,,punchy / dark / intense,punchy,0.72446,-0.00315,257334179,,,,0.4487,0.6003,,,,1.4518,
0.4672,,,,,-0.3469,percussive / deep / atmospheric,percussive,-0.61025,-0.50291,179455437,-0.0138,,,,,0.3521,,-0.1754,,0.0138
2.0108,1.6487,1.5526,,0.9884,,percussive / raw / euphoric,percussive,1.09217,1.09191,76707318,,,,0.837,,,1.4728,,,
-0.1502,0.799,,0.6852,,,raw / vocal / instrumental,raw,-0.52983,-0.42797,41956795,-0.1133,-0.194,0.051,,,,,,,
-0.6266,-0.297,,-0.3851,,-0.8737,raw / vocal / punchy,raw,-1.07645,-1.55506,108779717,,,,,,-0.9936,,,-0.6073,
,1.567,,1.4626,1.3236,,raw / atmospheric / vocal,raw,0.85182,1.07548,87110150,1.4254,,,1.4537,,,,,,1.4632
,,,1.0103,,0.7966,minimal / dreamy / instrumental,minimal,-0.28141,0.23997,162012381,1.0975,1.1872,1.0254,,,,,0.379,,
-0.313,0.9576,,0.8494,,,raw / vocal / minimal,raw,-0.90345,-0.58412,172390931,-0.0001,0.1692,-0.02,,,,,,,
,0.9318,,0.562,,,raw / instrumental / vocal,raw,-0.22585,0.06389,114480394,0.5305,,0.6492,0.2411,,0.4834,,,,
1.2975,1.8156,1.642,,,,deep / raw / euphoric,deep,0.37852,1.06104,265264720,,,1.4347,,,2.2306,,1.4425,,
1.794,-0.4858,-0.6233,,,,percussive / warm / raw,percussive,-0.85778,-0.34274,49613272,-0.7139,-0.9521,,,,,0.309,,,
-0.3611,,,,,-0.973,percussive / piano / dreamy,percussive,-1.9973,-1.76891,159547405,-1.056,-1.3717,-1.4569,,,,,-1.9198,,
,2.0459,0.6783,1.5259,0.5295,,raw / vocal / euphoric,raw,0.10751,0.13001,115516110,,,0.4149,,,0.2169,,,,
1.0864,0.0885,-0.5194,-0.1614,,-0.5052,percussive / raw / vocal,percussive,-0.83119,-1.111,260322714,,,-0.8581,,,,,,,
0.6334,1.3803,,,,0.5991,raw / instrumental / warm,raw,0.52233,0.34338,100412926,,,0.7638,0.6288,,,0.666,,,
0.928,0.0061,0.1285,-0.235,-0.0232,,percussive / euphoric / raw,percussive,-0.05787,-0.58692,51292113,,,,,,,,,-0.2878,
1.9169,,1.9511,1.3669,1.4051,,euphoric / percussive / intense,euphoric,1.19687,1.2372,15106579,,,,1.3052,,,1.1724,,,
0.8931,0.4729,,0.6992,,,percussive / vocal / raw,percussive,-0.37606,-0.60958,97766653,-0.3536,-0.1473,0.0081,,,,,,,
,1.0694,0.8339,0.747,0.7405,,driving / raw / warm,driving,0.74939,0.80425,201347939,,,,1.1272,,,1.0653,,,
0.5269,,,,,,punchy / warm / percussive,punchy,0.27582,0.18959,136110276,,0.0407,,,0.0799,,0.6262,,0.6733,0.1126
0.752,0.0849,,0.6464,,,percussive / vocal / minimal,percussive,0.18285,-0.16773,103969991,,0.2281,0.1579,,,,,,0.0292,
1.0347,1.2922,1.0026,0.7938,,,raw / percussive / euphoric,raw,0.46286,0.59562,75960767,,,,0.4839,,,0.6166,,,
,0.3499,,1.2941,,,vocal / instrumental / minimal,vocal,-0.08213,-0.15241,20779122,0.7444,1.0826,1.1143,0.5674,,,,,,
,,-0.8565,,,,punchy / deep / dark,punchy,-0.85267,-1.18262,169470696,,,,,-0.6936,-0.6039,-0.9861,-1.0582,0.3189,
1.4356,1.9666,1.6393,1.6137,1.4812,,raw / euphoric / vocal,raw,0.93536,1.18235,267977586,,,,1.3025,,,,,,
1.4356,1.9666,1.6393,1.6137,1.4812,,raw / euphoric / vocal,raw,0.93536,1.18235,99291845,,,,1.3025,,,,,,
1.037,-0.2689,-0.6482,,-0.7484,-0.7315,percussive / raw / driving,percussive,-0.32046,-0.84276,127352795,,,,-0.487,,,,,,
,0.7033,,1.1808,,1.2437,piano / vocal / dark,piano,0.18309,0.58163,223823441,,,,,0.9848,0.7247,,0.7051,,
1.5543,1.2227,1.2092,0.6825,1.5434,,percussive / intense / raw,percussive,1.11427,0.38915,197766831,,,,,,,,,0.8215,
1.699,1.4982,,0.7515,,,percussive / raw / instrumental,percussive,0.47874,0.46866,157297907,,0.5874,0.9569,,,,0.6369,,,
0.6719,,0.7321,,,,punchy / minimal / instrumental,punchy,0.66739,0.56431,110916327,,1.0257,0.8461,,,,0.6591,,1.05,
,1.2505,,1.0239,,,deep / raw / vocal,deep,0.1094,0.55298,202567146,,,0.9242,,0.8703,1.2708,,,0.9091,
,,,,,0.5313,punchy / warm / piano,punchy,-0.15443,-0.17793,14706253,,0.5054,0.1654,,0.1659,,0.5406,,0.7691,
,1.0348,,1.8231,,0.7663,vocal / instrumental / minimal,vocal,-0.41844,0.26927,46282588,1.0793,1.4838,1.8097,,,,,,,
,0.4028,,0.611,,,instrumental / minimal / vocal,instrumental,-0.11386,-0.05314,10695938,0.5652,0.9756,1.0417,0.3779,,,,,,
,,,0.8214,,,instrumental / minimal / vocal,instrumental,0.13996,0.13844,40911333,0.7501,1.2762,1.2931,0.5099,,0.4489,,,,
0.0307,-0.0633,,0.8529,,,vocal / minimal / instrumental,vocal,-0.57911,-0.65358,241431088,-0.0575,0.354,0.2256,,,,,,,
,1.3327,,1.5234,,0.3339,vocal / raw / instrumental,vocal,-0.1471,0.05421,95241601,0.5887,0.5353,0.913,,,,,,,
,0.0575,0.0174,,0.2164,,punchy / intense / driving,punchy,-0.00345,-0.3742,115222207,,,,0.1708,0.1405,,,,0.2248,
,,,,,2.2303,instrumental / piano / driving,instrumental,1.22576,1.16325,138677959,1.8315,2.143,2.5986,2.2225,,,,,1.7977,
1.8605,,1.3896,1.0679,1.1647,1.1037,percussive / euphoric / intense,percussive,1.09322,0.90954,196126687,,,,,,,1.0505,,,
0.3601,-0.0068,0.1311,1.239,-0.6571,-0.6468,vocal / percussive / euphoric,vocal,-0.88305,-0.82154,115864083,,,,,,,,,,
1.0718,-1.188,-1.1419,-0.6119,-1.3488,,percussive / vocal / euphoric,percussive,-0.93525,-1.60255,132218092,,,,,,,,,,-1.4739
,1.1138,1.2507,,,,warm / euphoric / driving,warm,0.4719,1.60131,114140478,0.7984,,,1.1151,0.9143,,2.7549,,,
,0.4392,,,,,dreamy / hypnotic / raw,dreamy,-0.07403,0.21287,142632244,0.6171,0.3677,0.2564,,,,,0.4983,,0.2909
-0.4028,-1.8971,-1.8359,,,-1.2924,percussive / piano / punchy,percussive,-1.61293,-1.94182,181072608,,,,,,,-1.9352,,-1.6655,
-0.9483,,,-0.7381,,,vocal / percussive / dreamy,vocal,-1.61931,-1.5598,176817898,-1.1184,,-1.3033,,-1.2787,,,,,-1.2719
-0.0716,,,,,-1.0754,percussive / punchy / dreamy,percussive,-0.81732,-1.11575,167623400,-0.898,,-0.9493,,,-1.0443,,,-0.803,
0.9972,,-1.5041,,-2.178,,percussive / euphoric / intense,percussive,-1.67031,-2.20338,144723408,,,,,-2.3391,-2.1879,,,,-2.346
,,,-0.4511,,,minimal / dark / dreamy,minimal,-0.74545,-0.80405,264403739,-0.4495,-0.3618,,,-0.4446,-0.4837,,-0.4724,,
,,,,,,driving / deep / atmospheric,driving,-0.14178,-0.48461,249222784,0.0305,,,0.2404,0.0973,0.2094,,,0.016,0.1118
0.1546,,,,,-0.2765,percussive / driving / minimal,percussive,-0.45271,-1.16298,68915673,,-0.2414,-0.331,-0.182,-0.265,,,,,
,,,,,-0.6278,minimal / deep / piano,minimal,-1.44223,-1.52883,93757076,-0.7869,-0.317,-0.6572,,,-0.4537,,,-0.7318,
,0.5873,0.2934,0.9069,0.3637,,vocal / raw / atmospheric,vocal,0.06274,-0.22961,91336596,,,,,0.3267,,,,,0.3925
,1.1807,,1.3349,,,vocal / raw / driving,vocal,0.12466,0.22807,233250463,0.3518,,0.4835,0.7299,0.5309,,,,,
,,,,,-0.2618,instrumental / minimal / dreamy,instrumental,-0.91809,-0.41095,52986228,-0.1587,-0.0743,0.1961,,,-0.4844,,-0.3117,,
,,,,,-0.2659,minimal / warm / piano,minimal,-1.14567,-0.44425,182651859,-0.3234,-0.0136,-0.445,,,-0.5494,-0.1708,,,
,0.6563,0.8236,2.1191,,-0.1753,vocal / euphoric / raw,vocal,-1.58167,0.48536,225546369,0.5162,,,,,,0.1162,,,
0.9085,1.1533,-0.0958,0.8332,,-0.3472,raw / percussive / vocal,raw,-0.29429,-0.21748,2618885,,,,,,,-0.1794,,,
,0.7451,,1.2026,,,vocal / instrumental / atmospheric,vocal,0.21416,0.2248,61147635,0.6848,,1.1367,,,0.6511,,,,0.8063
,1.3894,,1.802,,0.8009,vocal / raw / instrumental,vocal,0.22846,0.35351,92219628,,,1.1897,1.1046,0.8262,,,,,
,,2.3232,,2.5934,,intense / dark / euphoric,intense,1.71126,1.86797,226855847,,,,2.1598,2.5379,,,2.265,,2.0721
,,,,1.9023,1.9205,instrumental / deep / driving,instrumental,1.25327,1.25152,149736979,1.9006,,2.404,1.9782,,2.1051,,,,
,0.5028,,,,,dreamy / warm / raw,dreamy,-0.06168,0.49854,252659632,0.7181,0.4359,0.4449,,,0.4812,0.705,,,
,,,,,0.8889,minimal / instrumental / piano,minimal,-0.56767,0.24903,27787539,0.4715,1.545,1.2793,,,0.838,,0.6244,,
,0.9648,,0.8944,,,raw / vocal / instrumental,raw,-0.43581,-0.01168,162881957,0.2063,,0.4451,0.3077,,0.2208,,,,
,,,,1.8248,1.7131,deep / dark / driving,deep,1.03874,1.3676,13445420,,,,1.9157,2.0554,2.085,,,,1.7155
,,,,,,minimal / deep / instrumental,minimal,0.93256,0.79681,115957213,1.258,1.8685,1.4209,1.3895,,1.7409,,,1.3665,
,,,,,1.3253,dreamy / instrumental / deep,dreamy,0.45724,1.06584,98075973,1.7396,1.4272,1.6149,,,1.4887,,,,1.2742
,,,0.9649,,,dreamy / vocal / atmospheric,dreamy,0.01009,0.60334,23468076,1.0748,0.7226,0.7643,,,,,0.6474,,0.8592
,,,,,,warm / minimal / dreamy,warm,0.5383,1.24186,93750674,1.6208,1.7159,,1.3385,,,1.8847,1.1283,,1.3353
1.4357,0.4837,0.9448,,0.7302,,percussive / euphoric / intense,percussive,0.76791,0.03063,264471674,,,,0.4308,,,,,0.4749,
-0.9697,-0.9704,,-1.0127,,,punchy / dark / minimal,punchy,-1.01834,-1.36271,267819799,,-0.7047,,,-0.673,,,,-0.6354,
,,,,,1.1322,warm / dreamy / driving,warm,0.51139,1.55305,266606317,1.9858,1.3853,,1.3924,,,2.2936,,,1.3164
0.3385,0.321,,0.4451,-0.0202,,vocal / percussive / raw,vocal,-0.10904,-0.13036,143061326,-0.0856,,,,,,-0.1316,,,
0.6265,0.7446,,1.3028,0.3296,,vocal / raw / percussive,vocal,0.25233,-0.15694,265729665,,,0.4138,0.4051,,,,,,
0.5506,-0.7696,-0.7739,0.406,-1.1466,,percussive / vocal / raw,percussive,-1.24043,-1.45816,267921116,,,-1.3382,,,,,,,
,,,,,0.9934,dreamy / piano / instrumental,dreamy,-0.36271,-0.29379,146180859,1.2498,0.7785,0.9104,,,0.895,,,,0.5367
,,,,,1.5858,dreamy / piano / atmospheric,dreamy,-0.11562,0.42848,165742214,1.9534,1.3412,1.3698,,,,,1.0486,,1.3918
1.5504,,0.2752,,-0.4268,-0.2129,percussive / euphoric / warm,percussive,0.09443,-0.37499,138398881,,,,,,,0.1255,,-0.2535,
,,0.9915,,0.8025,,dark / driving / punchy,dark,0.80255,0.73359,10061190,,,,1.2131,1.3485,,1.0035,,1.2003,
,,,,,1.9085,warm / minimal / dreamy,warm,0.44576,1.6795,94038448,1.9207,2.0182,,,,,2.3231,1.3606,,1.4131
,0.4039,,0.3984,,0.3232,minimal / instrumental / raw,minimal,-0.43955,-0.28648,111570597,0.1424,1.2457,0.6063,,,,,,,
,1.2454,,,0.9477,,driving / warm / raw,driving,0.63145,1.01765,91383377,,,1.1834,1.6014,1.0403,,1.4531,,,
0.8612,1.1013,,1.3528,0.97,,vocal / raw / intense,vocal,0.78529,0.35762,213555697,,,0.6798,0.778,,,,,,
2.3193,,0.8424,,0.2758,,percussive / euphoric / punchy,percussive,0.67901,-0.17955,142660571,,,,,0.1304,,0.1866,,0.4922,
,0.4053,0.9975,1.8715,0.7583,,vocal / euphoric / intense,vocal,-0.0743,0.31237,201666712,0.4278,,,,,,,,,0.6409
,2.1101,,2.1938,,1.0402,vocal / raw / dreamy,vocal,-0.17109,0.68702,193345767,1.3773,0.6797,0.9345,,,,,,,
,,,,,,dark / driving / atmospheric,dark,0.85755,1.1771,57733461,1.3717,,,1.4173,1.7986,1.3201,,1.3408,,1.3722
-0.5943,-0.2656,,0.7449,,,vocal / dreamy / raw,vocal,-0.97158,-0.98427,113310578,-0.1632,,-0.4553,,,,,,,-0.4068
,,1.6444,,0.9835,,euphoric / warm / hypnotic,euphoric,0.74645,1.14564,236067797,,,,,0.9365,,1.6061,1.3415,0.8331,
,1.5681,,,,1.2257,instrumental / raw / minimal,instrumental,0.46333,0.4708,180033515,,1.4809,1.5982,,,1.4203,,1.1306,,
,1.2559,,0.9976,1.01,,deep / dark / raw,deep,0.60818,0.41715,124283764,,,,,1.5887,1.6708,,,1.191,
,1.9171,,,2.1639,,driving / intense / dark,driving,1.6995,1.72532,197621759,,,,2.4726,2.1578,2.1293,,1.938,,
0.9258,,,,,-0.4617,percussive / dreamy / minimal,percussive,-0.48501,-0.74791,193946901,-0.3388,-0.3398,,,,-0.4886,,,,-0.5243
2.6922,,0.9329,,0.8558,1.4026,percussive / piano / euphoric,percussive,0.63482,0.36946,92580376,0.738,,,,,,,,,0.8484
0.4787,0.3788,0.5458,0.7503,0.4681,,vocal / warm / euphoric,vocal,0.20724,0.43827,40170864,,,,,,,0.5771,,,
1.4444,-0.1929,-0.2665,,,,percussive / raw / euphoric,percussive,0.02454,-0.47601,36401437,,,,-0.3173,,,-0.3623,,-0.4667,
,1.5288,,1.1327,,,driving / raw / instrumental,driving,0.82257,0.74916,261640498,,,1.4122,1.7443,1.187,,,,1.039,
2.0263,-1.1583,-0.2945,-1.1218,-1.0102,-0.7633,percussive / euphoric / piano,percussive,-0.6241,-1.26928,242630659,,,,,,,,,,
-0.6114,-0.7365,,-0.8649,,,warm / dreamy / minimal,warm,-1.06972,-0.63656,54933895,-0.5276,-0.5752,,,,,-0.2688,,,
,,,,,0.5108,minimal / punchy / dark,minimal,0.41791,0.20271,53783908,,0.7207,,0.5812,0.6423,,0.6152,,0.7006,
,,,,,1.8958,piano / instrumental / dreamy,piano,0.23791,1.01502,147884568,1.7757,1.614,1.8241,,,1.4202,,1.2604,,
,,,0.5601,,,dreamy / minimal / atmospheric,dreamy,-0.33868,0.12971,97398365,0.8705,0.7212,0.3471,0.4172,,,,,,0.561
,1.1199,,1.1282,,,vocal / raw / minimal,vocal,-0.10239,0.15679,94762842,0.9689,1.0726,1.0443,,,,,,,0.7195
,-0.0212,,0.6549,,,vocal / minimal / instrumental,vocal,-0.94823,-0.98293,225198762,-0.3268,0.271,0.1904,,,-0.0935,,,,
,-0.1587,,,,,warm / dark / punchy,warm,-0.31135,-0.47648,80860193,,-0.4588,,-0.1544,0.147,,0.2417,,0.088,
,1.2513,,0.8591,0.4816,,raw / vocal / driving,raw,0.30848,-0.081,1546865,,,0.7788,0.8247,0.3722,,,,,
,1.4199,,,,,raw / driving / instrumental,raw,0.56575,0.77097,254806988,0.8078,0.8549,1.1168,1.3368,,,0.9748,,,
,1.1188,,0.9242,,,raw / driving / vocal,raw,0.38202,0.5172,33447348,,,0.6334,1.0781,0.8763,,,,,0.5514
,0.5035,,0.5179,,,minimal / instrumental / hypnotic,minimal,-0.00206,0.20174,43568232,0.5197,1.0224,0.9035,,,,,0.6334,,
1.6935,,0.9932,,0.5571,,punchy / percussive / euphoric,punchy,0.90104,-0.50855,220191402,,,,,0.1844,,,-0.1273,1.9219,
1.3889,0.9122,0.4322,,,,percussive / raw / warm,percussive,0.39682,0.39607,85122553,,0.4559,,,,,0.772,0.3632,,
2.7913,-0.1773,1.6621,,0.9976,,percussive / euphoric / intense,percussive,0.87015,0.22469,132246524,,,,0.0889,,,-0.0343,,,
,,,0.8516,0.8339,,atmospheric / dreamy / hypnotic,atmospheric,0.68434,0.84159,77787618,1.0143,0.8535,,,,,,0.8612,,1.2578
1.303,,,1.5381,,1.5235,dreamy / vocal / piano,dreamy,0.66128,1.05669,223800629,1.5986,1.4988,,,,,,,,1.3375
1.8798,1.0782,1.7383,1.5334,1.0796,,percussive / euphoric / vocal,percussive,0.84211,0.87513,112772194,,,,,,,,,,0.9271
,1.8457,,1.8296,,0.3379,raw / vocal / dreamy,raw,-0.42285,0.42415,26289551,1.1778,0.5599,0.9554,,,,,,,
1.4468,1.0078,0.5331,,,,percussive / driving / warm,percussive,0.74324,0.68653,37322132,,,0.6279,1.293,,,1.1978,,,
,0.8841,,0.9015,,,vocal / raw / driving,vocal,-0.34531,0.21657,68684684,0.4821,0.5044,0.512,0.6524,,,,,,
,1.09,,2.2015,,,vocal / dreamy / instrumental,vocal,0.21504,1.07322,179865241,1.8297,1.2404,1.4718,1.3309,,,,,,
,1.0238,,1.3963,,,vocal / raw / dreamy,vocal,-0.65276,0.08724,123133076,0.7513,0.1759,0.5923,0.2695,,,,,,
,,,1.551,,1.2563,vocal / piano / hypnotic,vocal,0.17168,0.44652,181277037,1.0623,,1.1698,,,,,1.1821,,0.9937
,0.6761,0.759,,1.1248,,dark / driving / intense,dark,0.74501,0.20134,157296062,,,,1.3364,1.6506,,,,0.8712,
,,2.0588,,2.5947,,intense / dark / euphoric,intense,1.70869,1.19432,55650187,,,,,2.0654,1.5677,,,1.5377,1.7899
0.6095,-0.4942,-0.3549,0.2811,-0.4283,,percussive / vocal / dreamy,percussive,-0.4649,-0.67521,161258152,-0.2975,,,,,,,,,
,0.8434,,0.9868,0.4857,,vocal / raw / dark,vocal,0.22128,-0.12951,49758734,,,0.5743,,0.734,0.5156,,,,
1.2894,,0.0728,,-0.5347,,percussive / euphoric / punchy,percussive,-0.22662,-0.63285,93868047,,,,,,,-0.7107,-0.7345,-0.3969,
1.5316,0.6064,1.2705,1.2103,0.8461,,percussive / euphoric / vocal,percussive,0.49033,0.12651,71761505,,,,,,,,,,0.135
0.5358,0.5971,0.1764,0.0632,-0.3537,,raw / percussive / warm,raw,-0.3499,-0.01151,107309525,,,,,,,0.2165,,,
1.2688,0.0323,,,0.1414,,percussive / dreamy / intense,percussive,0.10142,0.03173,73995056,0.1451,,-0.1257,,,,0.1368,,,
0.9543,,,0.6108,,,percussive / driving / warm,percussive,0.47079,0.47222,65582049,0.5604,,0.2546,0.8241,,,0.6325,,,
1.8741,,1.3267,,,,percussive / instrumental / minimal,percussive,1.21692,1.21026,95961220,,1.7306,1.8383,,,1.6438,1.5497,,,
0.9215,,1.7896,,0.8229,1.5616,euphoric / warm / piano,euphoric,0.64636,1.16942,165524840,,,,,,,1.5669,1.505,,
,0.6641,,0.8583,,,minimal / vocal / raw,minimal,-0.11907,0.06848,167910487,0.5827,0.9722,0.5612,,,,0.1962,,,
,,,,,0.3157,minimal / punchy / warm,minimal,-0.43684,-0.1943,266814082,0.0804,0.8744,,,,,0.3701,0.0286,0.5091,
,,,,,1.1331,minimal / piano / dreamy,minimal,-0.49209,0.4042,171743137,1.036,1.3524,0.8146,,,0.9951,,1.0087,,
,,,,,0.9115,warm / driving / minimal,warm,0.49746,1.03677,248377847,0.9483,1.1911,0.961,1.2432,,,1.754,,,
,,,1.1528,,,vocal / atmospheric / dark,vocal,-0.0063,0.29729,156215897,,0.5232,0.5099,,0.7268,,,0.6282,,0.7613
,,,,,0.5337,minimal / warm / instrumental,minimal,0.03776,0.25585,39877509,0.5005,1.0947,0.545,,,,0.5598,,0.4981,
1.0121,-0.428,0.1005,,-0.3074,,percussive / euphoric / dark,percussive,-0.06636,-0.44587,42070006,,,,,-0.2306,,,,-0.3382,
,,1.8851,,1.519,1.5694,euphoric / warm / punchy,euphoric,0.97596,1.33287,190394793,,,,,,,1.8294,1.491,1.5947,
,2.0249,,1.8228,1.1094,,raw / vocal / driving,raw,0.97879,0.88916,36855175,,,,1.577,1.0065,,1.1597,,,
0.1466,0.7156,,0.2145,-0.2335,,raw / vocal / percussive,raw,-0.18452,-0.85404,184957598,,,-0.0457,-0.122,,,,,,
1.6704,,1.8353,1.1564,1.4977,,euphoric / percussive / intense,euphoric,0.88145,1.13309,234186244,,,,,,,1.0174,,,1.0795
,0.6367,1.036,0.33,0.7033,,punchy / euphoric / driving,punchy,0.67278,0.30757,142540598,,,,0.7434,,,,,1.3329,
,-0.0368,,,,,driving / dark / raw,driving,-0.31881,-0.69076,138649660,,-0.3979,,0.4774,0.3123,-0.1983,-0.2599,,,
,2.0699,2.1121,,1.9829,,dark / euphoric / raw,dark,1.25959,1.39685,202823662,,,,1.8929,2.4013,2.0578,,,,
,,1.5347,,,1.3331,punchy / warm / hypnotic,punchy,0.92486,1.27925,66577664,,,,,,1.2601,1.8287,1.6539,1.9572,
,0.4716,,0.5353,0.1377,0.306,vocal / raw / driving,vocal,-0.03271,-0.13736,60989519,,,,0.4553,,,,,,0.0753
,-0.008,-0.5565,0.2292,,,vocal / raw / instrumental,vocal,-1.23121,-0.72457,234857078,-0.5137,-0.8054,-0.3074,,,,,,,
,,,,,-0.0831,piano / atmospheric / dreamy,piano,-0.64758,-0.8145,95048447,-0.2743,,,,,-0.3873,,-0.3615,-0.3189,-0.1409
-0.4867,-0.3124,,0.5908,,0.2153,vocal / piano / raw,vocal,-0.77899,-0.61726,89688059,-0.415,,,,,,,,,-0.3124
0.3298,2.0232,,0.675,,,raw / vocal / dreamy,raw,-0.6031,-0.02043,1731822,0.3517,,0.3029,,,0.2884,,,,
0.4263,0.2449,,0.5889,-0.5114,,vocal / percussive / raw,vocal,-0.47471,-0.67995,105619212,-0.1971,,-0.5763,,,,,,,
,0.8171,,,,0.9059,deep / instrumental / dreamy,deep,-0.56216,0.24356,222606809,1.2036,,1.2197,,,1.4106,,,,0.6507
-0.1196,,,-0.123,,,percussive / vocal / minimal,percussive,-0.81145,-0.95807,185361497,-0.5346,-0.4619,-0.7778,,,,,,-0.7716,
